

"Board Report"
"Save Time: 02/21/2014 16:25:35"
"User Name:tgdscm41"
""

"Total 1,525 Records"

"Board Name","Board Type","Board Bar Code","Board BOM Item","NE","NE Type","Subrack ID","Slot ID","Hardware Version","Software Version","Subrack Type","BIOS Version","Manufacture Date","FPGA Version","Serial Number","Alias","Remarks","Customized Column","NE ID","Board Status"
APIU,TN21APIU (ONC300-48A),A49310100800052/V1.4A,02130675,NIU99MUS1.38.1.US1.2,OptiX OSN 3800,--,7,Get PcbVer failed!,1.11,OptiX OSN 3800 Standard Subrack,/,2010-11-23,/,--,--,-,-,9-9011,Normal
APIU,TN21APIU (ONC300-48A),A49310100800029/V1.4A,02130675,GRE99ETA1.38.1.US1.3,OptiX OSN 3800,--,6,Get PcbVer failed!,1.11,OptiX OSN 3800 Standard Subrack,/,2010-11-23,/,--,--,-,-,97-9012,Normal
APIU,TN21APIU (ONC300-48A),A49310100800020/V1.4A,02130675,NIU99MUS1.38.1.US1.2,OptiX OSN 3800,--,6,Get PcbVer failed!,1.11,OptiX OSN 3800 Standard Subrack,/,2010-11-23,/,--,--,-,-,9-9011,Normal
APIU,TN21APIU (ONC300-48A),A49308100700168/V1.4A,02130675,GRE99ETA1.38.1.US1.3,OptiX OSN 3800,--,7,Get PcbVer failed!,1.11,OptiX OSN 3800 Standard Subrack,/,2010-11-23,/,--,--,-,-,97-9012,Normal
APIU,TN21APIU (ONC300-48A),A49305080700063/V1.4A,02130675,GRE99ETA1.38.1.US1.2,OptiX OSN 3800,--,7,Get PcbVer failed!,1.11,OptiX OSN 3800 Standard Subrack,/,2008-08-15,/,--,--,-,-,97-9013,Normal
APIU,TN21APIU (ONC300-48A),A49304080600008/V1.4A,02130675,GRE99ETA1.38.1.US1.2,OptiX OSN 3800,--,6,Get PcbVer failed!,1.11,OptiX OSN 3800 Standard Subrack,/,2008-07-09,/,--,--,-,-,97-9013,Normal
MR2,TNF1MR2 (TNF1MR2M02),210307117410C5000442,03071174,FUS99COP1.18.2.STR1.1,OptiX OSN 1800,0,7,VER.A,1.10,OptiX OSN 1800 2U Subrack,/,2012-05-25,/,--,--,-,-,97-6319,Normal
MR2,TN21MR2 (TN21MR201M01),210307076710AA000002,03070767,GRE99ETA1.38.1.US1.3,OptiX OSN 3800,--,1,VER.A,1.11,OptiX OSN 3800 Standard Subrack,/,2010-10-12,/,--,--,-,-,97-9012,Normal
MR2,TN21MR2 (TN21MR201M01),210307076710A8000008,03070767,GRE99ETA1.38.1.US1.2,OptiX OSN 3800,--,1,VER.A,1.11,OptiX OSN 3800 Standard Subrack,/,2010-08-31,/,--,--,-,-,97-9013,Normal
MR2,TN21MR2 (TN21MR201M01),210307076710A8000007,03070767,NIU99MUS1.38.1.US1.2,OptiX OSN 3800,--,1,VER.A,1.11,OptiX OSN 3800 Standard Subrack,/,2010-08-31,/,--,--,194.10/194.20,-,9-9011,Normal
MR2,TN21MR2 (TN21MR201M01),2103070767108A000004,03070767,NIU99MUS1.38.1.US1.1,OptiX OSN 3800,--,1,VER.A,1.11,OptiX OSN 3800 Standard Subrack,/,2008-10-23,/,--,--,192.10/192.20,-,97-8010,Normal
MR2,TN21MR2 (TN21MR201M01),2103070767108A000003,03070767,GRE99ETA1.38.1.US1.1,OptiX OSN 3800,--,1,VER.A,1.11,OptiX OSN 3800 Standard Subrack,/,2008-10-23,/,--,--,-,-,46-9012,Normal
MR2,TN11MR2 (TN11MR201M01),2103070593108A000036,03070593,NCB990.68.1.US1.1,OptiX OSN 6800,0,14,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-10-22,/,--,--,-,-,46-7310,Normal
MR2,TN11MR2 (TN11MR201M01),2103070593108A000035,03070593,ZHB990.88.1.US1.2,OptiX OSN 8800 T32,0,27,VER.B,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2008-10-22,/,--,--,-,-,97-7021,Normal
MR2,TN11MR2 (TN11MR201M01),2103070593108A000034,03070593,BIS990.68.1.US1.1,OptiX OSN 6800,0,10,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-10-22,/,--,--,192.10/192.20,-,46-6110,Normal
MR2,TN11MR2 (TN11MR201M01),2103070593108A000033,03070593,RAP990.68.1.US1.1,OptiX OSN 6800,0,11,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-10-22,/,--,--,-,-,97-7210,Normal
MR2,TN11MR2 (TN11MR201M01),2103070593108A000032,03070593,ZHH990.88.1.US1.2,OptiX OSN 8800 T32,0,27,VER.B,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2008-10-22,/,--,--,-,-,97-7011,Normal
MR2,TN11MR2 (TN11MR201M01),2103070593108A000031,03070593,GRE990.68.1.US1.1,OptiX OSN 6800,0,6,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-10-22,/,--,--,192.10/192.20,-,46-6130,Normal
MR2,TN11MR2 (TN11MR201M01),2103070593108A000030,03070593,NIU990.68.1.US1.1,OptiX OSN 6800,0,15,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-10-22,/,--,--,192.10/192.20,-,97-6310,Normal
MR2,TN11MR2 (TN11MR201M01),2103070593108A000029,03070593,CHF990.68.1.US1.1,OptiX OSN 6800,0,14,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-10-22,/,--,--,192.10/192.20,-,46-7320,Normal
SL1D,TNH1SL1D (TNH2SL1D01),210305361310B9000004,03053613,FUS99MIG1.50.US1.2,OptiX OSN 500,--,3,TNH2SL1D VER.A,1.00,OptiX OSN 500 Subrack Type I,/,2011-09-08,(U1)110(U5)200,--,--,-,-,97-9016,Normal
SL1D,TNH1SL1D (TNH2SL1D01),210305361310B9000003,03053613,FUS99MIG1.50.US1.1,OptiX OSN 500,--,3,TNH2SL1D VER.A,1.00,OptiX OSN 500 Subrack Type I,/,2011-09-08,(U1)110(U5)200,--,--,-,-,97-6313,Normal
SCC,SS91SCC (SS9M4OTMM01),210231943810BB000002,02319438,GRE99AER2.10.2.US1.2,OptiX Metro 100,--,2,SS91IUM VER.A,5.42.05.18P01,OptiX Metro 100 Subrack Type III,8.30.15/9.30.16,2011-11-09,(U301)130,--,--,-,-,97-9095,Normal
SCC,SS91SCC (SS9M4OTMM01),210231943810BB000001,02319438,GRE99AER2.10.2.US1.3,OptiX Metro 100,--,2,SS91IUM VER.A,5.42.05.18P01,OptiX Metro 100 Subrack Type III,8.30.15/9.30.16,2011-11-09,(U301)130,--,--,-,-,97-9096,Normal
N1SLQ1,SSN1SLQ1 (SS9M4OTMM01),210231943810AB000005,02319438,KLO99OER1.15.1.US1.1,OptiX OSN 1500,--,12,SSN3SLN VER.B,9.31,OptiX OSN 1500 Subrack Type B,2.19/2.73,2011-11-09,(U21)120,--,--,-,-,97-9023,Normal
SCC,SS91SCC (SS9M4OTMM01),210231943810AB000005,02319438,GRE99AER2.10.2.US1.1,OptiX Metro 100,--,2,SS91IUM VER.A,5.42.05.18P01,OptiX Metro 100 Subrack Type III,8.30.15/9.30.16,2011-11-09,(U301)130,--,--,-,-,97-9043,Normal
12LSX,TN12LSX (TN1M2LSXT01),2102315653108A000353,02315653,GRE99ETA1.38.1.US1.1,OptiX OSN 3800,--,4,VER.A,3.37,OptiX OSN 3800 Standard Subrack,2.23/2.71,2008-10-23,(U7)120,--,--,-,-,46-9012,Normal
12LSX,TN12LSX (TN1M2LSXT01),2102315653108A000351,02315653,BEM990.88.1.US1.2,OptiX OSN 8800 T32,0,31,VER.A,3.37,OptiX OSN 8800 T32 Standard Subrack,2.23/2.71,2008-10-23,(U7)120,--,--,-,-,46-6021,Normal
12LSX,TN12LSX (TN1M2LSXT01),2102315653108A000231,02315653,ZHH990.88.1.US1.2,OptiX OSN 8800 T32,0,6,VER.A,3.37,OptiX OSN 8800 T32 Standard Subrack,2.23/2.71,2008-10-15,(U7)120,--,--,-,-,97-7011,Normal
12LSX,TN12LSX (TN1M2LSXT01),2102315653108A000226,02315653,GRE99ETA1.38.1.US1.3,OptiX OSN 3800,--,4,VER.A,3.37,OptiX OSN 3800 Standard Subrack,2.23/2.71,2008-10-15,(U7)120,--,--,-,-,97-9012,Normal
12LSX,TN12LSX (TN1M2LSXT01),2102315653108A000201,02315653,BEI990.88.1.US1.1,OptiX OSN 8800 T32,1,36,VER.A,3.37,OptiX OSN 8800 T32 Standard Subrack,2.23/2.71,2008-10-16,(U7)120,--,--,-,-,46-6010,Normal
12LSX,TN12LSX (TN1M2LSXT01),2102315653108A000200,02315653,ZHB990.88.1.US1.1,OptiX OSN 8800 T32,1,15,VER.A,3.37,OptiX OSN 8800 T32 Standard Subrack,2.23/2.71,2008-10-16,(U7)120,--,--,-,-,97-7020,Normal
12LSX,TN12LSX (TN1M2LSXT01),2102315653108A000199,02315653,ZHH990.88.1.US1.1,OptiX OSN 8800 T32,1,15,VER.A,3.37,OptiX OSN 8800 T32 Standard Subrack,2.23/2.71,2008-10-20,(U7)120,--,--,-,-,97-7010,Normal
SCC,SS91SCC (SS9M4OTMM03),2102310GHY10D1000001,--,NIU99AER1.10.2.US1.1,OptiX Metro 100,--,2,SS91IUM VER.A,5.42.05.18P01,OptiX Metro 100 Subrack Type III,8.30.15/9.30.16,2013-01-15,(U301)130,--,--,-,-,97-6312,Normal
12LSC,TN12LSC (TN1M2LSCT01),2102310ESU10C6000002,02310ESU,ZHH99MIG1.68.1STR1.1,OptiX OSN 6800,0,1,VER.A VER.A VER.A,3.38,OptiX OSN 6800 Standard Subrack,1.11/1.15,2012-07-13,(U6)300 (U11)110 (U19)200 (U24)110 (U19)200 (U17)310 (U1138)120,--,--,-,-,97-9025,Normal
12LSC,TN12LSC (TN1M2LSCT01),2102310ESU10C6000001,02310ESU,BEI990.88.1.US1.1,OptiX OSN 8800 T32,2,16,VER.A VER.A VER.A,3.38,OptiX OSN 8800 T32 Standard Subrack,1.11/1.15,2012-07-13,(U6)300 (U11)110 (U19)200 (U24)110 (U19)200 (U17)310 (U1138)120,--,--,-,-,46-6010,Normal
16FAN,TN16FAN (TN1E6FAN),2102120586N0D7000774,02120586,DEL990.8816.1.US1.1,OptiX OSN 8800 T16,2,25,VER.A,1.06,OptiX OSN 8800 T16 Standard Subrack,/,2013-07-08,/,--,--,-,-,46-6210,Normal
16FAN,TN16FAN (TN1E6FAN),2102120586N0D7000187,02120586,MOT990.8816.1.US1.1,OptiX OSN 8800 T16,2,25,VER.A,1.06,OptiX OSN 8800 T16 Standard Subrack,/,2013-07-07,/,--,--,-,-,46-7118,Normal
16FAN,TN16FAN (TN1E6FAN),2102120586N0D6000549,02120586,MOT990.8816.1.US1.1,OptiX OSN 8800 T16,1,25,VER.A,1.06,OptiX OSN 8800 T16 Standard Subrack,/,2013-07-04,/,--,--,-,-,46-7118,Normal
16FAN,TN16FAN (TN1E6FAN),2102120586N0D6000548,02120586,DEL990.8816.1.US1.1,OptiX OSN 8800 T16,1,25,VER.A,1.06,OptiX OSN 8800 T16 Standard Subrack,/,2013-07-04,/,--,--,-,-,46-6210,Normal
16FAN,TN16FAN (TN1E6FAN),2102120586N0D6000510,02120586,DEL990.8816.1.US1.1,OptiX OSN 8800 T16,0,25,VER.A,1.06,OptiX OSN 8800 T16 Standard Subrack,/,2013-07-04,/,--,--,-,-,46-6210,Normal
16FAN,TN16FAN (TN1E6FAN),2102120586N0D6000284,02120586,MOT990.8816.1.US1.1,OptiX OSN 8800 T16,0,25,VER.A,1.06,OptiX OSN 8800 T16 Standard Subrack,/,2013-06-18,/,--,--,-,-,46-7118,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N0C3002744,02120516,ZHH99MIG1.68.1STR1.1,OptiX OSN 6800,0,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2012-03-26,(U5)200,--,--,-,-,97-9025,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N0A8000064,02120516,KLO990.68.1.US1.1,OptiX OSN 6800,1,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2010-08-03,(U5)120,--,--,-,-,97-6320,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N0A7001926,02120516,NIU990.68.1.US1.1,OptiX OSN 6800,1,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2010-07-26,(U5)120,--,--,-,-,97-6310,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N098001926,02120516,BIS990.68.1.US1.1,OptiX OSN 6800,0,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2009-08-29,(U5)120,--,--,-,-,46-6110,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N098001922,02120516,BIS990.68.1.US1.1,OptiX OSN 6800,1,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2009-08-29,(U5)120,--,--,-,-,46-6110,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N098001921,02120516,OLT990.68.1.US1.1,OptiX OSN 6800,0,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2009-08-29,(U5)120,--,--,-,-,46-5010,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N098001920,02120516,RAP990.68.1.US1.1,OptiX OSN 6800,1,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2009-08-29,(U5)120,--,--,-,-,97-7210,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N098001919,02120516,GRE990.68.1.US1.1,OptiX OSN 6800,1,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2009-08-29,(U5)120,--,--,-,-,46-6130,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N098001918,02120516,RAP990.68.1.US1.1,OptiX OSN 6800,0,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2009-08-29,(U5)120,--,--,-,-,97-7210,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N098001917,02120516,SOL990.68.1.US1.1,OptiX OSN 6800,0,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2009-08-29,(U5)120,--,--,-,-,46-6120,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N098001915,02120516,NCB990.68.1.US1.1,OptiX OSN 6800,0,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2009-08-29,(U5)120,--,--,-,-,46-7310,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N098001914,02120516,SOL990.68.1.US1.1,OptiX OSN 6800,1,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2009-08-29,(U5)120,--,--,-,-,46-6120,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N098001913,02120516,NIU990.68.1.US1.1,OptiX OSN 6800,0,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2009-08-29,(U5)120,--,--,-,-,97-6310,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N098001609,02120516,GRE990.68.1.US1.1,OptiX OSN 6800,0,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2009-08-24,(U5)120,--,--,-,-,46-6130,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N098001608,02120516,KLO990.68.1.US1.1,OptiX OSN 6800,0,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2009-08-24,(U5)120,--,--,-,-,97-6320,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N098001607,02120516,CHF990.68.1.US1.1,OptiX OSN 6800,0,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2009-08-24,(U5)120,--,--,-,-,46-7320,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N094001207,02120516,MEN990.68.1.US1.1,OptiX OSN 6800,0,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2009-04-21,(U5)120,--,--,-,-,36-6150,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N094000966,02120516,AIR990.68.1.US1.2,OptiX OSN 6800,0,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2009-04-15,(U5)120,--,--,-,-,36-6340,Normal
FAN,TN11FAN (TN1E2FAN),2102120516N093001561,02120516,OLI990.68.1.US2.1,OptiX OSN 6800,0,22,VER.D,1.11,OptiX OSN 6800 Standard Subrack,/,2009-03-25,(U5)120,--,--,-,-,36-5030,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N0A5000682,02120495,BEI990.88.1.US1.1,OptiX OSN 8800 T32,2,50,VER.D,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2010-05-28,(U2)120,--,--,-,-,46-6010,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N0A5000680,02120495,BEI990.88.1.US1.1,OptiX OSN 8800 T32,2,51,VER.D,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2010-05-28,(U2)120,--,--,-,-,46-6010,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N099000222,02120495,BEL990.88.1.US3.1,OptiX OSN 8800 T32,0,50,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-09-23,(U2)110,--,--,-,-,36-6050,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N099000220,02120495,LGV990.88.1.US1.1,OptiX OSN 8800 T32,0,50,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-09-23,(U2)110,--,--,-,-,36-6060,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N099000219,02120495,LGV990.88.1.US1.1,OptiX OSN 8800 T32,0,51,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-09-23,(U2)110,--,--,-,-,36-6060,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N099000175,02120495,BEL990.88.1.US3.1,OptiX OSN 8800 T32,0,51,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-09-23,(U2)110,--,--,-,-,36-6050,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000103,02120495,BEM990.88.1.US1.2,OptiX OSN 8800 T32,0,50,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,46-6021,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000099,02120495,BEM990.88.1.US1.1,OptiX OSN 8800 T32,1,51,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,46-6020,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000098,02120495,BEM990.88.1.US1.1,OptiX OSN 8800 T32,1,50,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,46-6020,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000070,02120495,BEI990.88.1.US1.1,OptiX OSN 8800 T32,0,50,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,46-6010,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000065,02120495,BEI990.88.1.US1.2,OptiX OSN 8800 T32,1,50,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,46-6011,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000064,02120495,BEI990.88.1.US1.2,OptiX OSN 8800 T32,0,50,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,46-6011,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000063,02120495,BEI990.88.1.US1.1,OptiX OSN 8800 T32,1,51,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,46-6010,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000062,02120495,BEM990.88.1.US1.1,OptiX OSN 8800 T32,0,51,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,46-6020,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000061,02120495,BEI990.88.1.US1.1,OptiX OSN 8800 T32,1,50,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,46-6010,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000060,02120495,BEM990.88.1.US1.2,OptiX OSN 8800 T32,0,51,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,46-6021,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000059,02120495,BEM990.88.1.US1.1,OptiX OSN 8800 T32,0,50,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,46-6020,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000058,02120495,BEI990.88.1.US1.2,OptiX OSN 8800 T32,0,51,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,46-6011,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000057,02120495,BEI990.88.1.US1.1,OptiX OSN 8800 T32,0,51,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,46-6010,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000048,02120495,ZHH990.88.1.US1.1,OptiX OSN 8800 T32,0,50,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,97-7010,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000047,02120495,ZHH990.88.1.US1.1,OptiX OSN 8800 T32,1,50,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,97-7010,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000045,02120495,BEI990.88.1.US1.2,OptiX OSN 8800 T32,1,51,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,46-6011,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000043,02120495,ZHH990.88.1.US1.1,OptiX OSN 8800 T32,0,51,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,97-7010,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000042,02120495,ZHB990.88.1.US1.1,OptiX OSN 8800 T32,0,51,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,97-7020,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000041,02120495,ZHB990.88.1.US1.1,OptiX OSN 8800 T32,0,50,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,97-7020,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000040,02120495,ZHB990.88.1.US1.2,OptiX OSN 8800 T32,0,50,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,97-7021,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000039,02120495,ZHH990.88.1.US1.1,OptiX OSN 8800 T32,1,51,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,97-7010,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000006,02120495,ZHH990.88.1.US1.2,OptiX OSN 8800 T32,0,51,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,97-7011,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000004,02120495,ZHH990.88.1.US1.2,OptiX OSN 8800 T32,0,50,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,97-7011,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000003,02120495,ZHB990.88.1.US1.1,OptiX OSN 8800 T32,1,51,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,97-7020,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000002,02120495,ZHB990.88.1.US1.2,OptiX OSN 8800 T32,0,51,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,97-7021,Normal
51FAN,TN51FAN (TN5E1FAN),2102120495N093000001,02120495,ZHB990.88.1.US1.1,OptiX OSN 8800 T32,1,50,VER.C,1.11,OptiX OSN 8800 T32 Standard Subrack,/,2009-03-06,(U2)100,--,--,-,-,97-7020,Normal
EFI,TN11EFI (TN1E1EFI),2102120403P08A01021,02120403,RAP990.68.1.US1.1,OptiX OSN 6800,0,23,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-10-14,(U25)100,--,--,-,-,97-7210,Normal
EFI,TN11EFI (TN1E1EFI),2102120403P08A001146,02120403,OLT990.68.1.US1.1,OptiX OSN 6800,0,23,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-10-14,(U25)100,--,--,-,-,46-5010,Normal
EFI,TN11EFI (TN1E1EFI),2102120403P08A001144,02120403,BIS990.68.1.US1.1,OptiX OSN 6800,1,23,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-10-14,(U25)100,--,--,-,-,46-6110,Normal
EFI,TN11EFI (TN1E1EFI),2102120403P08A001135,02120403,GRE990.68.1.US1.1,OptiX OSN 6800,0,23,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-10-14,(U25)100,--,--,-,-,46-6130,Normal
EFI,TN11EFI (TN1E1EFI),2102120403P08A001126,02120403,SOL990.68.1.US1.1,OptiX OSN 6800,0,23,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-10-14,(U25)100,--,--,-,-,46-6120,Normal
EFI,TN11EFI (TN1E1EFI),2102120403P08A001123,02120403,RAP990.68.1.US1.1,OptiX OSN 6800,1,23,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-10-14,(U25)100,--,--,-,-,97-7210,Normal
EFI,TN11EFI (TN1E1EFI),2102120403P08A001121,02120403,SOL990.68.1.US1.1,OptiX OSN 6800,1,23,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-10-14,(U25)100,--,--,-,-,46-6120,Normal
EFI,TN11EFI (TN1E1EFI),2102120403P08A000831,02120403,BIS990.68.1.US1.1,OptiX OSN 6800,0,23,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-10-11,(U25)100,--,--,-,-,46-6110,Normal
EFI,TN11EFI (TN1E1EFI),2102120403P08A000816,02120403,GRE990.68.1.US1.1,OptiX OSN 6800,1,23,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-10-11,(U25)100,--,--,-,-,46-6130,Normal
EFI,TN11EFI (TN1E1EFI),2102120403P089000623,02120403,NIU990.68.1.US1.1,OptiX OSN 6800,0,23,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-09-20,(U25)100,--,--,-,-,97-6310,Normal
EFI,TN11EFI (TN1E1EFI),2102120403P089000602,02120403,CHF990.68.1.US1.1,OptiX OSN 6800,0,23,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-09-20,(U25)100,--,--,-,-,46-7320,Normal
EFI,TN11EFI (TN1E1EFI),2102120403P089000581,02120403,KLO990.68.1.US1.1,OptiX OSN 6800,0,23,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-09-20,(U25)100,--,--,-,-,97-6320,Normal
EFI,TN11EFI (TN1E1EFI),2102120403P085000580,02120403,NCB990.68.1.US1.1,OptiX OSN 6800,0,23,VER.B,1.11,OptiX OSN 6800 Standard Subrack,/,2008-05-19,(U25)100,--,--,-,-,46-7310,Normal
